sector,date,buy_mb,sell_mb,buy_sell_mb,net_mb,cumulative_net_mb
Banking,2026-03-30,2330.15,2905.29,5235.43,-575.15,-6488.51
Banking,2026-03-31,3563.23,3787.82,7351.06,-224.59,-6713.10
Banking,2026-04-01,3829.28,2666.63,6495.89,1162.66,-5550.44
Banking,2026-04-02,2837.15,2030.31,4867.47,806.83,-4743.61
Banking,2026-04-03,1780.79,2483.97,4264.76,-703.18,-5446.79
Banking,2026-04-07,1840.71,2366.28,4206.98,-525.58,-5972.37
Banking,2026-04-08,2779.37,2375.47,5154.84,403.92,-5568.45
Banking,2026-04-09,2449.61,3915.78,6365.40,-1466.16,-7034.61
Banking,2026-04-10,2629.17,3057.24,5686.41,-428.08,-7462.69
Banking,2026-04-16,5509.11,6598.33,12107.45,-1089.21,-8551.90
Banking,2026-04-17,3889.79,4649.83,8539.61,-760.03,-9311.93
Banking,2026-04-20,4006.87,4284.23,8291.09,-277.37,-9589.30
Banking,2026-04-21,8087.46,5784.24,13871.70,2303.23,-7286.07
ICT,2026-03-05,3385.17,4237.72,7622.89,-852.56,-852.56
ICT,2026-03-06,1408.59,2056.87,3465.47,-648.28,-1500.84
ICT,2026-03-09,3438.33,3256.19,6694.53,182.14,-1318.70
ICT,2026-03-10,1751.02,2671.00,4422.02,-919.97,-2238.67
ICT,2026-03-11,2118.11,2606.82,4724.93,-488.70,-2727.37
ICT,2026-03-12,2094.01,1872.80,3966.81,221.21,-2506.16
ICT,2026-03-13,1884.43,2418.87,4303.30,-534.45,-3040.61
ICT,2026-03-16,1850.83,1538.72,3389.55,312.09,-2728.52
ICT,2026-03-17,3015.92,3299.37,6315.29,-283.44,-3011.96
ICT,2026-03-18,1507.74,2056.35,3564.09,-548.60,-3560.56
ICT,2026-03-19,2058.93,2476.77,4535.71,-417.84,-3978.40
ICT,2026-03-20,2294.78,4706.74,7001.52,-2411.96,-6390.36
ICT,2026-03-23,1901.63,2630.60,4532.23,-728.97,-7119.33
ICT,2026-03-24,2101.90,2846.14,4948.05,-744.24,-7863.57
ICT,2026-03-25,1611.80,1842.72,3454.52,-230.93,-8094.50
ICT,2026-03-26,1176.35,1681.00,2857.35,-504.66,-8599.16
ICT,2026-03-27,2115.06,2640.26,4755.32,-525.21,-9124.37
ICT,2026-03-30,2246.81,1792.92,4039.73,453.89,-8670.48
ICT,2026-03-31,2856.04,2286.80,5142.83,569.25,-8101.23
ICT,2026-04-01,3159.93,4248.51,7408.44,-1088.58,-9189.81
ICT,2026-04-02,1990.67,1871.75,3862.42,118.92,-9070.89
ICT,2026-04-03,1143.58,887.23,2030.80,256.34,-8814.55
ICT,2026-04-07,1477.70,1519.27,2996.98,-41.58,-8856.13
ICT,2026-04-08,1939.07,1921.22,3860.30,17.85,-8838.28
ICT,2026-04-09,2736.76,2004.99,4741.75,731.76,-8106.52
ICT,2026-04-10,769.66,913.73,1683.38,-144.07,-8250.59
ICT,2026-04-16,2130.32,2495.80,4626.11,-365.48,-8616.07
ICT,2026-04-17,1568.53,2985.10,4553.63,-1416.57,-10032.64
ICT,2026-04-20,1239.76,908.60,2148.36,331.16,-9701.48
ICT,2026-04-21,1083.75,1223.01,2306.75,-139.26,-9840.74
